,TS代码,股票代码,股票名称,行业
3022,601222.SH,601222,林洋能源,电器仪表
3023,601225.SH,601225,陕西煤业,煤炭开采
3024,601226.SH,601226,华电重工,专用机械
3025,601228.SH,601228,广州港,港口
3026,601229.SH,601229,上海银行,银行
3027,601231.SH,601231,环旭电子,元器件
3028,601233.SH,601233,桐昆股份,化纤
3029,601238.SH,601238,广汽集团,汽车整车
3030,601258.SH,601258,庞大集团,汽车服务
3031,601288.SH,601288,农业银行,银行
3032,601298.SH,601298,青岛港,港口
3033,601311.SH,601311,骆驼股份,电气设备
3034,601318.SH,601318,中国平安,保险
3035,601319.SH,601319,中国人保,保险
3036,601326.SH,601326,秦港股份,港口
3037,601328.SH,601328,交通银行,银行
3038,601330.SH,601330,绿色动力,环境保护
3039,601333.SH,601333,广深铁路,铁路
3040,601336.SH,601336,新华保险,保险
3041,601339.SH,601339,百隆东方,纺织
3042,601360.SH,601360,三六零,互联网
3043,601366.SH,601366,利群股份,百货
3044,601368.SH,601368,绿城水务,水务
3045,601369.SH,601369,陕鼓动力,机械基件
3046,601375.SH,601375,中原证券,证券
3047,601377.SH,601377,兴业证券,证券
3048,601388.SH,601388,怡球资源,铝
3049,601390.SH,601390,中国中铁,建筑施工
3050,601398.SH,601398,工商银行,银行
3051,601500.SH,601500,通用股份,汽车配件
3052,601515.SH,601515,东风股份,广告包装
3053,601518.SH,601518,吉林高速,路桥
3054,601519.SH,601519,大智慧,软件服务
3055,601555.SH,601555,东吴证券,证券
3056,601558.SH,601558,ST锐电,电气设备
3057,601566.SH,601566,九牧王,服饰
3058,601567.SH,601567,三星医疗,电器仪表
3059,601577.SH,601577,长沙银行,银行
3060,601579.SH,601579,会稽山,红黄药酒
3061,601588.SH,601588,北辰实业,区域地产
3062,601595.SH,601595,上海电影,影视音像
3063,601598.SH,601598,中国外运,仓储物流
3064,601599.SH,601599,鹿港文化,影视音像
3065,601600.SH,601600,中国铝业,铝
3066,601601.SH,601601,中国太保,保险
3067,601606.SH,601606,长城军工,专用机械
3068,601607.SH,601607,上海医药,医药商业
3069,601608.SH,601608,中信重工,专用机械
3070,601611.SH,601611,中国核建,建筑施工
3071,601615.SH,601615,明阳智能,机械基件
3072,601616.SH,601616,广电电气,电气设备
3073,601618.SH,601618,中国中冶,建筑施工
3074,601619.SH,601619,嘉泽新能,新型电力
3075,601628.SH,601628,中国人寿,保险
3076,601633.SH,601633,长城汽车,汽车整车
3077,601636.SH,601636,旗滨集团,玻璃
3078,601666.SH,601666,平煤股份,煤炭开采
3079,601668.SH,601668,中国建筑,建筑施工
3080,601669.SH,601669,中国电建,建筑施工
3081,601677.SH,601677,明泰铝业,铝
3082,601678.SH,601678,滨化股份,化工原料
3083,601688.SH,601688,华泰证券,证券
3084,601689.SH,601689,拓普集团,汽车配件
3085,601699.SH,601699,潞安环能,煤炭开采
3086,601700.SH,601700,风范股份,电气设备
3087,601717.SH,601717,郑煤机,汽车配件
3088,601718.SH,601718,际华集团,服饰
3089,601727.SH,601727,上海电气,电气设备
3090,601766.SH,601766,中国中车,运输设备
3091,601777.SH,601777,力帆股份,摩托车
3092,601788.SH,601788,光大证券,证券
3093,601789.SH,601789,宁波建工,建筑施工
3094,601798.SH,601798,ST蓝科,化工机械
3095,601799.SH,601799,星宇股份,汽车配件
3096,601800.SH,601800,中国交建,建筑施工
3097,601801.SH,601801,皖新传媒,出版业
3098,601808.SH,601808,中海油服,石油开采
3099,601811.SH,601811,新华文轩,出版业
3100,601818.SH,601818,光大银行,银行
3101,601828.SH,601828,美凯龙,其他商业
3102,601838.SH,601838,成都银行,银行
3103,601857.SH,601857,中国石油,石油开采
3104,601858.SH,601858,中国科传,出版业
3105,601860.SH,601860,紫金银行,银行
3106,601865.SH,601865,福莱特,玻璃
3107,601866.SH,601866,中远海发,水运
3108,601869.SH,601869,长飞光纤,通信设备
3109,601872.SH,601872,招商轮船,水运
3110,601877.SH,601877,正泰电器,电气设备
3111,601878.SH,601878,浙商证券,证券
3112,601880.SH,601880,大连港,港口
3113,601881.SH,601881,中国银河,证券
3114,601882.SH,601882,海天精工,机床制造
3115,601886.SH,601886,江河集团,装修装饰
3116,601888.SH,601888,中国国旅,旅游服务
3117,601890.SH,601890,亚星锚链,船舶
3118,601898.SH,601898,中煤能源,煤炭开采
3119,601899.SH,601899,紫金矿业,黄金
3120,601900.SH,601900,南方传媒,出版业
3121,601901.SH,601901,方正证券,证券
3122,601908.SH,601908,京运通,电气设备
3123,601918.SH,601918,新集能源,煤炭开采
3124,601919.SH,601919,中远海控,水运
3125,601928.SH,601928,凤凰传媒,出版业
3126,601929.SH,601929,吉视传媒,影视音像
3127,601933.SH,601933,永辉超市,超市连锁
3128,601939.SH,601939,建设银行,银行
3129,601949.SH,601949,中国出版,出版业
3130,601952.SH,601952,苏垦农发,种植业
3131,601958.SH,601958,金钼股份,小金属
3132,601965.SH,601965,中国汽研,汽车服务
3133,601966.SH,601966,玲珑轮胎,汽车配件
3134,601968.SH,601968,宝钢包装,广告包装
3135,601969.SH,601969,海南矿业,普钢
3136,601975.SH,601975,招商南油,水运
3137,601985.SH,601985,中国核电,新型电力
3138,601988.SH,601988,中国银行,银行
3139,601989.SH,601989,中国重工,船舶
3140,601990.SH,601990,南京证券,证券
3141,601991.SH,601991,大唐发电,火力发电
3142,601992.SH,601992,金隅集团,水泥
3143,601996.SH,601996,丰林集团,家居用品
3144,601997.SH,601997,贵阳银行,银行
3145,601998.SH,601998,中信银行,银行
3146,601999.SH,601999,出版传媒,出版业
3147,603000.SH,603000,人民网,互联网
3148,603001.SH,603001,奥康国际,服饰
3149,603002.SH,603002,宏昌电子,化工原料
3150,603003.SH,603003,龙宇燃油,石油贸易
3151,603005.SH,603005,晶方科技,半导体
3152,603006.SH,603006,联明股份,汽车配件
3153,603007.SH,603007,花王股份,建筑施工
3154,603008.SH,603008,喜临门,家居用品
3155,603009.SH,603009,北特科技,汽车配件
3156,603010.SH,603010,万盛股份,化工原料
3157,603011.SH,603011,合锻智能,机床制造
3158,603012.SH,603012,创力集团,专用机械
3159,603013.SH,603013,亚普股份,汽车配件
3160,603015.SH,603015,弘讯科技,电气设备
3161,603016.SH,603016,新宏泰,电气设备
3162,603017.SH,603017,中衡设计,建筑施工
3163,603018.SH,603018,中设集团,建筑施工
3164,603019.SH,603019,中科曙光,电脑设备
3165,603020.SH,603020,爱普股份,食品
3166,603021.SH,603021,山东华鹏,玻璃
3167,603022.SH,603022,新通联,广告包装
3168,603023.SH,603023,威帝股份,汽车配件
3169,603025.SH,603025,大豪科技,电脑设备
3170,603026.SH,603026,石大胜华,化工原料
3171,603027.SH,603027,千禾味业,食品
3172,603028.SH,603028,赛福天,钢加工
3173,603029.SH,603029,天鹅股份,农用机械
3174,603030.SH,603030,全筑股份,装修装饰
3175,603031.SH,603031,安德利,百货
3176,603032.SH,603032,德新交运,公路
3177,603033.SH,603033,三维股份,橡胶
3178,603035.SH,603035,常熟汽饰,汽车配件
3179,603036.SH,603036,如通股份,专用机械
3180,603037.SH,603037,凯众股份,汽车配件
3181,603038.SH,603038,华立股份,装修装饰
3182,603039.SH,603039,泛微网络,软件服务
3183,603040.SH,603040,新坐标,机械基件
3184,603041.SH,603041,美思德,化工原料
3185,603042.SH,603042,华脉科技,通信设备
3186,603043.SH,603043,广州酒家,食品
3187,603045.SH,603045,福达合金,电气设备
3188,603050.SH,603050,科林电气,电气设备
3189,603055.SH,603055,台华新材,纺织
3190,603056.SH,603056,德邦股份,仓储物流
3191,603058.SH,603058,永吉股份,广告包装
3192,603059.SH,603059,倍加洁,家居用品
3193,603060.SH,603060,国检集团,建筑施工
3194,603063.SH,603063,禾望电气,电气设备
3195,603066.SH,603066,音飞储存,仓储物流
3196,603067.SH,603067,振华股份,化工原料
3197,603068.SH,603068,博通集成,半导体
3198,603069.SH,603069,海汽集团,公路
3199,603076.SH,603076,乐惠国际,专用机械
3200,603077.SH,603077,和邦生物,化工原料
3201,603078.SH,603078,江化微,化工原料
3202,603079.SH,603079,圣达生物,食品
3203,603080.SH,603080,新疆火炬,供气供热
3204,603081.SH,603081,大丰实业,专用机械
3205,603083.SH,603083,剑桥科技,通信设备
3206,603085.SH,603085,天成自控,汽车配件
3207,603086.SH,603086,先达股份,农药化肥
3208,603088.SH,603088,宁波精达,专用机械
3209,603089.SH,603089,正裕工业,汽车配件
3210,603090.SH,603090,宏盛股份,专用机械
3211,603096.SH,603096,新经典,出版业
3212,603098.SH,603098,森特股份,装修装饰
3213,603099.SH,603099,长白山,旅游景点
3214,603100.SH,603100,川仪股份,电器仪表
3215,603101.SH,603101,汇嘉时代,百货
3216,603103.SH,603103,横店影视,影视音像
3217,603105.SH,603105,芯能科技,电气设备
3218,603106.SH,603106,恒银金融,电脑设备
3219,603108.SH,603108,润达医疗,医药商业
3220,603110.SH,603110,东方材料,染料涂料
3221,603111.SH,603111,康尼机电,运输设备
3222,603113.SH,603113,金能科技,化工原料
3223,603116.SH,603116,红蜻蜓,服饰
3224,603117.SH,603117,万林物流,仓储物流
3225,603118.SH,603118,共进股份,通信设备
3226,603121.SH,603121,华培动力,汽车配件
3227,603123.SH,603123,翠微股份,百货
3228,603126.SH,603126,中材节能,环境保护
3229,603127.SH,603127,昭衍新药,医疗保健
3230,603128.SH,603128,华贸物流,仓储物流
3231,603129.SH,603129,春风动力,摩托车
3232,603131.SH,603131,上海沪工,专用机械
3233,603133.SH,603133,碳元科技,元器件
3234,603136.SH,603136,天目湖,旅游景点
3235,603138.SH,603138,海量数据,软件服务
3236,603139.SH,603139,康惠制药,中成药
3237,603156.SH,603156,养元饮品,软饮料
3238,603157.SH,603157,拉夏贝尔,服饰
3239,603158.SH,603158,腾龙股份,汽车配件
3240,603159.SH,603159,上海亚虹,专用机械
3241,603160.SH,603160,汇顶科技,元器件
3242,603161.SH,603161,科华控股,汽车配件
3243,603165.SH,603165,荣晟环保,造纸
3244,603166.SH,603166,福达股份,汽车配件
3245,603167.SH,603167,渤海轮渡,水运
3246,603168.SH,603168,莎普爱思,化学制药
3247,603169.SH,603169,兰石重装,专用机械
3248,603177.SH,603177,德创环保,环境保护
3249,603178.SH,603178,圣龙股份,汽车配件
3250,603179.SH,603179,新泉股份,汽车配件
3251,603180.SH,603180,金牌厨柜,家居用品
3252,603181.SH,603181,皇马科技,化工原料
3253,603183.SH,603183,建研院,建筑施工
3254,603185.SH,603185,上机数控,机床制造
3255,603186.SH,603186,华正新材,元器件
3256,603187.SH,603187,海容冷链,机械基件
3257,603188.SH,603188,亚邦股份,染料涂料
3258,603189.SH,603189,网达软件,软件服务
3259,603192.SH,603192,汇得科技,化工原料
3260,603196.SH,603196,日播时尚,服饰
3261,603197.SH,603197,保隆科技,汽车配件
3262,603198.SH,603198,迎驾贡酒,白酒
3263,603199.SH,603199,九华旅游,旅游景点
3264,603200.SH,603200,上海洗霸,环境保护
3265,603203.SH,603203,快克股份,专用机械
3266,603208.SH,603208,江山欧派,家居用品
3267,603214.SH,603214,爱婴室,百货
3268,603218.SH,603218,日月股份,工程机械
3269,603220.SH,603220,贝通信,通信设备
3270,603222.SH,603222,济民制药,化学制药
3271,603223.SH,603223,恒通股份,供气供热
3272,603225.SH,603225,新凤鸣,化纤
3273,603226.SH,603226,菲林格尔,家居用品
3274,603227.SH,603227,雪峰科技,化工原料
3275,603228.SH,603228,景旺电子,元器件
3276,603229.SH,603229,奥翔药业,化学制药
3277,603232.SH,603232,格尔软件,软件服务
3278,603233.SH,603233,大参林,医药商业
3279,603238.SH,603238,诺邦股份,纺织
3280,603239.SH,603239,浙江仙通,汽车配件
3281,603258.SH,603258,电魂网络,互联网
3282,603259.SH,603259,药明康德,化学制药
3283,603260.SH,603260,合盛硅业,化工原料
3284,603266.SH,603266,天龙股份,塑料
3285,603267.SH,603267,鸿远电子,元器件
3286,603268.SH,603268,松发股份,陶瓷
3287,603269.SH,603269,海鸥股份,机械基件
3288,603277.SH,603277,银都股份,专用机械
3289,603278.SH,603278,大业股份,钢加工
3290,603283.SH,603283,赛腾股份,专用机械
3291,603286.SH,603286,日盈电子,汽车配件
3292,603288.SH,603288,海天味业,食品
3293,603289.SH,603289,泰瑞机器,专用机械
3294,603297.SH,603297,永新光学,电器仪表
3295,603298.SH,603298,杭叉集团,专用机械
3296,603299.SH,603299,苏盐井神,化工原料
3297,603300.SH,603300,华铁科技,钢加工
3298,603301.SH,603301,振德医疗,医疗保健
3299,603303.SH,603303,得邦照明,家用电器
3300,603305.SH,603305,旭升股份,汽车配件
3301,603306.SH,603306,华懋科技,汽车配件
3302,603308.SH,603308,应流股份,专用机械
3303,603309.SH,603309,维力医疗,医疗保健
3304,603311.SH,603311,金海环境,专用机械
3305,603313.SH,603313,梦百合,家居用品
3306,603315.SH,603315,福鞍股份,机械基件
3307,603316.SH,603316,诚邦股份,建筑施工
3308,603317.SH,603317,天味食品,食品
3309,603318.SH,603318,派思股份,专用机械
3310,603319.SH,603319,湘油泵,汽车配件
3311,603320.SH,603320,迪贝电气,机械基件
3312,603321.SH,603321,梅轮电梯,运输设备
3313,603322.SH,603322,超讯通信,通信设备
3314,603323.SH,603323,苏农银行,银行
3315,603326.SH,603326,我乐家居,家居用品
3316,603327.SH,603327,福蓉科技,元器件
3317,603328.SH,603328,依顿电子,元器件
3318,603329.SH,603329,上海雅仕,仓储物流
3319,603330.SH,603330,上海天洋,塑料
3320,603331.SH,603331,百达精工,专用机械
3321,603332.SH,603332,苏州龙杰,化纤
3322,603333.SH,603333,尚纬股份,电气设备
3323,603335.SH,603335,迪生力,汽车配件
3324,603336.SH,603336,宏辉果蔬,农业综合
3325,603337.SH,603337,杰克股份,纺织机械
3326,603338.SH,603338,浙江鼎力,专用机械
3327,603339.SH,603339,四方科技,专用机械
3328,603345.SH,603345,安井食品,食品
3329,603348.SH,603348,文灿股份,汽车配件
3330,603351.SH,603351,威尔药业,化学制药
3331,603355.SH,603355,莱克电气,家用电器
3332,603356.SH,603356,华菱精工,机械基件
3333,603357.SH,603357,设计总院,建筑施工
3334,603358.SH,603358,华达科技,汽车配件
3335,603359.SH,603359,东珠生态,建筑施工
3336,603360.SH,603360,百傲化学,化工原料
3337,603363.SH,603363,傲农生物,饲料
3338,603365.SH,603365,水星家纺,纺织
3339,603366.SH,603366,日出东方,家用电器
3340,603367.SH,603367,辰欣药业,化学制药
3341,603368.SH,603368,柳药股份,医药商业
3342,603369.SH,603369,今世缘,白酒
3343,603377.SH,603377,东方时尚,汽车服务
3344,603378.SH,603378,亚士创能,染料涂料
3345,603379.SH,603379,三美股份,化工原料
3346,603380.SH,603380,易德龙,元器件
3347,603383.SH,603383,顶点软件,软件服务
3348,603385.SH,603385,惠达卫浴,家居用品
3349,603386.SH,603386,广东骏亚,元器件
3350,603387.SH,603387,基蛋生物,生物制药
3351,603388.SH,603388,元成股份,建筑施工
3352,603389.SH,603389,亚振家居,家居用品
3353,603393.SH,603393,新天然气,供气供热
3354,603396.SH,603396,金辰股份,专用机械
3355,603398.SH,603398,邦宝益智,文教休闲
3356,603399.SH,603399,吉翔股份,小金属
3357,603416.SH,603416,信捷电气,电气设备
3358,603421.SH,603421,鼎信通讯,通信设备
3359,603429.SH,603429,集友股份,广告包装
3360,603444.SH,603444,吉比特,互联网
3361,603456.SH,603456,九洲药业,化学制药
3362,603458.SH,603458,勘设股份,建筑施工
3363,603466.SH,603466,风语筑,文教休闲
3364,603477.SH,603477,振静股份,纺织
3365,603486.SH,603486,科沃斯,家用电器
3366,603488.SH,603488,展鹏科技,电气设备
3367,603496.SH,603496,恒为科技,电脑设备
3368,603499.SH,603499,翔港科技,广告包装
3369,603500.SH,603500,祥和实业,运输设备
3370,603501.SH,603501,韦尔股份,半导体
3371,603505.SH,603505,金石资源,矿物制品
3372,603506.SH,603506,南都物业,房产服务
3373,603507.SH,603507,振江股份,钢加工
3374,603508.SH,603508,思维列控,软件服务
3375,603515.SH,603515,欧普照明,电气设备
3376,603516.SH,603516,淳中科技,通信设备
3377,603517.SH,603517,绝味食品,食品
3378,603518.SH,603518,维格娜丝,服饰
3379,603519.SH,603519,立霸股份,家用电器
3380,603520.SH,603520,司太立,化学制药
3381,603527.SH,603527,众源新材,铜
3382,603528.SH,603528,多伦科技,软件服务
3383,603533.SH,603533,掌阅科技,互联网
3384,603535.SH,603535,嘉诚国际,仓储物流
3385,603536.SH,603536,惠发股份,食品
3386,603538.SH,603538,美诺华,化学制药
3387,603555.SH,603555,贵人鸟,服饰
3388,603556.SH,603556,海兴电力,电器仪表
3389,603557.SH,603557,起步股份,服饰
3390,603558.SH,603558,健盛集团,纺织
3391,603559.SH,603559,中通国脉,通信设备
3392,603566.SH,603566,普莱柯,生物制药
3393,603567.SH,603567,珍宝岛,中成药
3394,603568.SH,603568,伟明环保,环境保护
3395,603569.SH,603569,长久物流,仓储物流
3396,603577.SH,603577,汇金通,钢加工
3397,603578.SH,603578,三星新材,玻璃
3398,603579.SH,603579,荣泰健康,医疗保健
3399,603580.SH,603580,艾艾精工,化工原料
3400,603583.SH,603583,捷昌驱动,电气设备
3401,603585.SH,603585,苏利股份,化工原料
3402,603586.SH,603586,金麒麟,汽车配件
3403,603587.SH,603587,地素时尚,服饰
3404,603588.SH,603588,高能环境,环境保护
3405,603589.SH,603589,口子窖,白酒
3406,603590.SH,603590,康辰药业,化学制药
3407,603595.SH,603595,东尼电子,元器件
3408,603596.SH,603596,伯特利,汽车配件
3409,603598.SH,603598,引力传媒,影视音像
3410,603599.SH,603599,广信股份,农药化肥
3411,603600.SH,603600,永艺股份,家居用品
3412,603601.SH,603601,再升科技,玻璃
3413,603602.SH,603602,纵横通信,通信设备
3414,603603.SH,603603,博天环境,环境保护
3415,603605.SH,603605,珀莱雅,日用化工
3416,603606.SH,603606,东方电缆,电气设备
3417,603607.SH,603607,京华激光,造纸
3418,603608.SH,603608,天创时尚,服饰
3419,603609.SH,603609,禾丰牧业,饲料
3420,603611.SH,603611,诺力股份,运输设备
3421,603612.SH,603612,索通发展,矿物制品
3422,603615.SH,603615,茶花股份,家居用品
3423,603616.SH,603616,韩建河山,其他建材
3424,603617.SH,603617,君禾股份,专用机械
3425,603618.SH,603618,杭电股份,电气设备
3426,603619.SH,603619,中曼石油,石油开采
3427,603626.SH,603626,科森科技,专用机械
3428,603628.SH,603628,清源股份,电气设备
3429,603629.SH,603629,利通电子,元器件
3430,603630.SH,603630,拉芳家化,日用化工
3431,603633.SH,603633,徕木股份,元器件
3432,603636.SH,603636,南威软件,软件服务
3433,603637.SH,603637,镇海股份,建筑施工
3434,603638.SH,603638,艾迪精密,专用机械
3435,603639.SH,603639,海利尔,农药化肥
3436,603648.SH,603648,畅联股份,仓储物流
3437,603650.SH,603650,彤程新材,化工原料
3438,603655.SH,603655,朗博科技,汽车配件
3439,603656.SH,603656,泰禾光电,专用机械
3440,603657.SH,603657,春光科技,塑料
3441,603658.SH,603658,安图生物,医疗保健
3442,603659.SH,603659,璞泰来,化工原料
3443,603660.SH,603660,苏州科达,通信设备
3444,603661.SH,603661,恒林股份,家居用品
3445,603663.SH,603663,三祥新材,矿物制品
3446,603665.SH,603665,康隆达,纺织
3447,603666.SH,603666,亿嘉和,专用机械
3448,603667.SH,603667,五洲新春,机械基件
3449,603668.SH,603668,天马科技,饲料
3450,603669.SH,603669,灵康药业,化学制药
3451,603676.SH,603676,卫信康,化学制药
3452,603677.SH,603677,奇精机械,机械基件
3453,603678.SH,603678,火炬电子,元器件
3454,603679.SH,603679,华体科技,电气设备
3455,603680.SH,603680,今创集团,运输设备
3456,603681.SH,603681,永冠新材,化工原料
3457,603683.SH,603683,晶华新材,化工原料
3458,603685.SH,603685,晨丰科技,电气设备
3459,603686.SH,603686,龙马环卫,专用机械
3460,603688.SH,603688,石英股份,矿物制品
3461,603689.SH,603689,皖天然气,供气供热
3462,603690.SH,603690,至纯科技,专用机械
3463,603693.SH,603693,江苏新能,新型电力
3464,603696.SH,603696,安记食品,食品
3465,603697.SH,603697,有友食品,食品
3466,603698.SH,603698,航天工程,专用机械
3467,603699.SH,603699,纽威股份,专用机械
3468,603700.SH,603700,宁波水表,电器仪表
3469,603701.SH,603701,德宏股份,汽车配件
3470,603703.SH,603703,盛洋科技,通信设备
3471,603706.SH,603706,东方环宇,供气供热
3472,603707.SH,603707,健友股份,化学制药
3473,603708.SH,603708,家家悦,超市连锁
3474,603709.SH,603709,中源家居,家居用品
3475,603711.SH,603711,香飘飘,软饮料
3476,603712.SH,603712,七一二,通信设备
3477,603713.SH,603713,密尔克卫,仓储物流
3478,603716.SH,603716,塞力斯,医药商业
3479,603717.SH,603717,天域生态,环境保护
3480,603718.SH,603718,海利生物,生物制药
3481,603721.SH,603721,中广天择,影视音像
3482,603722.SH,603722,阿科力,化工原料
3483,603725.SH,603725,天安新材,塑料
3484,603726.SH,603726,朗迪集团,机械基件
3485,603727.SH,603727,博迈科,石油开采
3486,603728.SH,603728,鸣志电器,电气设备
3487,603729.SH,603729,龙韵股份,广告包装
3488,603730.SH,603730,岱美股份,汽车配件
3489,603733.SH,603733,仙鹤股份,造纸
3490,603737.SH,603737,三棵树,染料涂料
3491,603738.SH,603738,泰晶科技,元器件
3492,603739.SH,603739,蔚蓝生物,农业综合
3493,603757.SH,603757,大元泵业,专用机械
3494,603758.SH,603758,秦安股份,汽车配件
3495,603766.SH,603766,隆鑫通用,摩托车
3496,603767.SH,603767,中马传动,汽车配件
3497,603768.SH,603768,常青股份,汽车配件
3498,603773.SH,603773,沃格光电,元器件
3499,603776.SH,603776,永安行,公共交通
3500,603777.SH,603777,来伊份,食品
3501,603778.SH,603778,乾景园林,建筑施工
3502,603779.SH,603779,威龙股份,红黄药酒
3503,603787.SH,603787,新日股份,摩托车
3504,603788.SH,603788,宁波高发,汽车配件
3505,603789.SH,603789,星光农机,农用机械
3506,603790.SH,603790,雅运股份,染料涂料
3507,603797.SH,603797,联泰环保,环境保护
3508,603798.SH,603798,康普顿,石油加工
3509,603799.SH,603799,华友钴业,小金属
3510,603800.SH,603800,道森股份,专用机械
3511,603801.SH,603801,志邦家居,家居用品
3512,603803.SH,603803,瑞斯康达,通信设备
3513,603806.SH,603806,福斯特,塑料
3514,603808.SH,603808,歌力思,服饰
3515,603809.SH,603809,豪能股份,汽车配件
3516,603810.SH,603810,丰山集团,农药化肥
3517,603811.SH,603811,诚意药业,化学制药
3518,603813.SH,603813,原尚股份,仓储物流
3519,603816.SH,603816,顾家家居,家居用品
3520,603817.SH,603817,海峡环保,环境保护
3521,603818.SH,603818,曲美家居,家居用品
3522,603819.SH,603819,神力股份,电气设备
3523,603822.SH,603822,嘉澳环保,环境保护
3524,603823.SH,603823,百合花,染料涂料
3525,603825.SH,603825,华扬联众,互联网
3526,603826.SH,603826,坤彩科技,染料涂料
3527,603828.SH,603828,柯利达,装修装饰
3528,603829.SH,603829,洛凯股份,电气设备
3529,603833.SH,603833,欧派家居,家居用品
3530,603838.SH,603838,四通股份,陶瓷
3531,603839.SH,603839,安正时尚,服饰
3532,603843.SH,603843,正平股份,建筑施工
3533,603848.SH,603848,好太太,家居用品
3534,603855.SH,603855,华荣股份,专用机械
3535,603856.SH,603856,东宏股份,塑料
3536,603858.SH,603858,步长制药,中成药
3537,603859.SH,603859,能科股份,软件服务
3538,603860.SH,603860,中公高科,公路
3539,603861.SH,603861,白云电器,电气设备
3540,603866.SH,603866,桃李面包,食品
3541,603868.SH,603868,飞科电器,家用电器
3542,603869.SH,603869,新智认知,软件服务
3543,603871.SH,603871,嘉友国际,仓储物流
3544,603876.SH,603876,鼎胜新材,铝
3545,603877.SH,603877,太平鸟,服饰
3546,603878.SH,603878,武进不锈,钢加工
3547,603879.SH,603879,永悦科技,化工原料
3548,603880.SH,603880,南卫股份,医疗保健
3549,603881.SH,603881,数据港,电信运营
3550,603882.SH,603882,金域医学,医疗保健
3551,603883.SH,603883,老百姓,医药商业
3552,603885.SH,603885,吉祥航空,空运
3553,603886.SH,603886,元祖股份,食品
3554,603887.SH,603887,城地股份,建筑施工
3555,603888.SH,603888,新华网,互联网
3556,603889.SH,603889,新澳股份,纺织
3557,603890.SH,603890,春秋电子,机械基件
3558,603895.SH,603895,天永智能,专用机械
3559,603896.SH,603896,寿仙谷,中成药
3560,603897.SH,603897,长城科技,电气设备
3561,603898.SH,603898,好莱客,家居用品
3562,603899.SH,603899,晨光文具,文教休闲
3563,603900.SH,603900,莱绅通灵,服饰
3564,603901.SH,603901,永创智能,专用机械
3565,603903.SH,603903,中持股份,环境保护
3566,603906.SH,603906,龙蟠科技,化工原料
3567,603908.SH,603908,牧高笛,纺织
3568,603909.SH,603909,合诚股份,建筑施工
3569,603912.SH,603912,佳力图,专用机械
3570,603915.SH,603915,N国茂,专用机械
3571,603916.SH,603916,苏博特,化工原料
3572,603917.SH,603917,合力科技,汽车配件
3573,603918.SH,603918,金桥信息,软件服务
3574,603919.SH,603919,金徽酒,白酒
3575,603920.SH,603920,世运电路,元器件
3576,603922.SH,603922,金鸿顺,汽车配件
3577,603926.SH,603926,铁流股份,汽车配件
3578,603928.SH,603928,兴业股份,化工原料
3579,603929.SH,603929,亚翔集成,装修装饰
3580,603933.SH,603933,睿能科技,纺织机械
3581,603936.SH,603936,博敏电子,元器件
3582,603937.SH,603937,丽岛新材,铝
3583,603938.SH,603938,三孚股份,化工原料
3584,603939.SH,603939,益丰药房,医药商业
3585,603955.SH,603955,大千生态,环境保护
3586,603956.SH,603956,威派格,专用机械
3587,603958.SH,603958,哈森股份,服饰
3588,603959.SH,603959,百利科技,建筑施工
3589,603960.SH,603960,克来机电,专用机械
3590,603963.SH,603963,大理药业,化学制药
3591,603966.SH,603966,法兰泰克,机械基件
3592,603967.SH,603967,中创物流,仓储物流
3593,603968.SH,603968,醋化股份,化工原料
3594,603969.SH,603969,银龙股份,其他建材
3595,603970.SH,603970,中农立华,其他商业
3596,603976.SH,603976,正川股份,医疗保健
3597,603977.SH,603977,国泰集团,化工原料
3598,603978.SH,603978,深圳新星,铝
3599,603979.SH,603979,金诚信,建筑施工
3600,603980.SH,603980,吉华集团,染料涂料
3601,603982.SH,603982,泉峰汽车,汽车配件
3602,603985.SH,603985,恒润股份,机械基件
3603,603986.SH,603986,兆易创新,半导体
3604,603987.SH,603987,康德莱,医疗保健
3605,603988.SH,603988,中电电机,电气设备
3606,603989.SH,603989,艾华集团,元器件
3607,603990.SH,603990,麦迪科技,软件服务
3608,603991.SH,603991,至正股份,塑料
3609,603993.SH,603993,洛阳钼业,小金属
3610,603996.SH,603996,ST中新,家用电器
3611,603997.SH,603997,继峰股份,汽车配件
3612,603998.SH,603998,方盛制药,中成药
3613,603999.SH,603999,读者传媒,出版业
